donor_id,name,email,contact_number,city,blood_group,availability,months_since_first_donation,number_of_donation,pints_donated,created_at
068b01e5e6,Marilyn Smith,zwilkerson@hotmail.com,+61 487481040,Darwin,B+,No,55,48,96,2017-09-04
a20cd14baa,Michael Thomas,jesus92@hunt.com,+61 463409128,Adelaide,AB-,Yes,22,30,30,2016-02-16
8b21d4f296,Jordan Cunningham,stewartdaniel@yahoo.com,+61 470422934,Canberra,AB-,No,47,34,68,2024-11-09
9bb9ce7313,Alan Bishop,pjohnson@gmail.com,+61 466688309,Perth,A-,Yes,47,27,27,2023-10-22
c4f30a4672,Tina Chang,frederick24@garza.com,+61 434686662,Brisbane,AB+,No,106,25,50,2020-06-23
ddd302d358,Adrienne Mitchell,rcarter@hotmail.com,+61 486800777,Sydney,B+,Yes,109,16,16,2017-04-13
2791b5a703,Janet Murray,vasquezmichael@gmail.com,+61 440690004,Adelaide,AB+,Yes,40,15,30,2022-12-16
5949342331,Connor Waller,michael64@moreno.com,+61 487384407,Brisbane,AB-,Yes,70,48,96,2025-02-18
d803a1db77,Joseph Phelps,larry24@ingram-farley.com,+61 474621065,Sydney,A+,No,94,23,23,2015-08-23
967c1a52a2,Rachel Walker,dawn77@yahoo.com,+61 449518720,Melbourne,A+,Yes,87,2,4,2020-08-14
9a47267148,Clarence Glass,weaverandre@yahoo.com,+61 427465563,Melbourne,AB-,No,71,14,14,2024-07-05
93138ad831,Russell Young,fjones@robinson.com,+61 433171598,Canberra,O+,Yes,5,26,52,2015-11-03
5d411f29db,Matthew Weeks,ramirezkylie@christensen-barton.com,+61 448954444,Sydney,A+,Yes,103,32,64,2023-08-18
87aa909188,Candice Dorsey,vmarks@rodriguez-foster.biz,+61 492322679,Canberra,A-,No,42,23,46,2016-03-11
c07e224b60,Anna Harris,ldaniel@hotmail.com,+61 476138791,Perth,B-,No,43,46,46,2023-12-14
a514951443,Carrie Munoz,deborah43@shelton.com,+61 419354521,Sydney,O-,Yes,1,45,45,2015-08-28
d485d9fafb,Austin Spencer,christinacampbell@foster-allen.org,+61 427275257,Canberra,A-,No,20,26,26,2016-12-09
243e0c9668,Dr. Kelly Bright,alyssa09@wells.info,+61 492164625,Perth,A+,Yes,53,18,36,2020-04-30
0566379858,Terry Anthony,amanda97@hotmail.com,+61 495956146,Canberra,A-,Yes,84,40,80,2023-07-21
9afe69a678,Jessica Alvarez,robertcasey@gmail.com,+61 483709761,Sydney,AB+,No,47,44,88,2023-01-27
c958bd25fc,Donna Hernandez,jcook@hotmail.com,+61 418610037,Melbourne,O+,Yes,92,47,47,2025-02-20
b199ef5e65,Amy Graham,marisa95@newman-robinson.info,+61 411683739,Darwin,B-,Yes,41,35,70,2017-11-09
f8dc2fd818,Ashley Mcdonald,iyoung@gmail.com,+61 423502380,Hobart,A-,No,111,30,30,2024-01-11
c5bead0af1,Nicholas Ramirez,tomdavis@avila-mckay.com,+61 494615969,Perth,AB+,No,46,39,39,2016-02-06
ba6f458f02,Mr. Thomas Jones,mlopez@yahoo.com,+61 474097839,Hobart,A+,Yes,23,24,24,2020-02-24
60895f0baf,Tyrone Scott,pshepherd@whitehead.com,+61 468836421,Melbourne,A-,Yes,4,12,12,2016-10-14
71bf850162,Michael Ibarra,ujensen@lewis-greene.net,+61 430828432,Brisbane,A-,No,71,15,30,2021-12-25
83aad1a319,Lisa Williams,iterry@kramer-greene.com,+61 417711605,Melbourne,AB-,No,90,34,34,2015-07-25
72630f42d9,Michael Bennett,taylorjones@crawford.com,+61 426565547,Brisbane,B-,No,38,30,60,2025-05-19
c829e8e552,Troy Miller,austin37@yahoo.com,+61 442274256,Adelaide,A-,No,76,32,32,2018-12-07
cfb7549ba1,Mary Gardner,alexa93@joyce.com,+61 419359372,Melbourne,AB-,Yes,64,50,50,2023-06-16
63e66865d0,Brenda Green,nielsensarah@duke.info,+61 499701063,Sydney,B+,Yes,63,28,56,2024-01-31
d18d79c6a0,Nicholas Brown,ulozano@allen.net,+61 431543652,Canberra,B+,No,9,26,26,2020-01-31
c515fd40ea,Paul Randall,christina06@acosta.org,+61 497877126,Melbourne,A+,No,111,2,4,2021-11-08
4ca728cd14,Craig Johnston,jeffrey41@hotmail.com,+61 492096848,Melbourne,B-,No,65,39,78,2019-06-02
a63a4922cb,Laura Chen,monicamclaughlin@harris.com,+61 414291647,Adelaide,A-,No,112,45,90,2018-07-19
25a47467ba,Crystal Hernandez,nathangregory@yahoo.com,+61 463190844,Hobart,A+,Yes,60,48,48,2019-01-06
6e87a453ae,Grace Mathis,clayton39@hotmail.com,+61 483971384,Brisbane,AB+,Yes,107,39,78,2016-10-05
c8beb1095a,Jessica Lewis,daniel19@gmail.com,+61 411606077,Perth,O-,Yes,5,40,80,2024-12-03
738ce94cdc,Melissa Sosa,george61@yahoo.com,+61 419291625,Sydney,B+,Yes,115,30,30,2022-04-02
9e3dd38663,Emily Smith,lflores@hotmail.com,+61 420543954,Melbourne,O-,Yes,120,13,26,2020-03-27
6fd5f379d3,Alan Nichols,rburns@walsh.info,+61 429948703,Adelaide,B+,No,25,10,20,2022-12-14
d1a8fcdc4f,Erik Santos,samanthawheeler@hotmail.com,+61 470592425,Sydney,AB+,Yes,81,16,16,2019-04-16
fa3f9f5033,Rachel Baker,dereknovak@gmail.com,+61 496535039,Darwin,O-,No,50,14,14,2022-09-06
f3f14821d4,Jenna Boyer,christopherpoole@burch.com,+61 419541943,Canberra,AB+,Yes,115,6,12,2022-03-31
b277a8eefb,Steven Morgan,ashleyhernandez@yahoo.com,+61 424494477,Darwin,O+,Yes,30,36,36,2024-11-03
37e2db1df7,Jasmine Richardson,marktorres@hill.com,+61 476206685,Darwin,A-,No,120,26,26,2019-12-24
e7342ba2eb,Anthony Nunez,harrisbarry@hull.info,+61 481390571,Perth,AB-,Yes,27,40,40,2021-08-06
91aeddb873,Charlotte Romero MD,zramos@gmail.com,+61 432072156,Adelaide,A+,Yes,59,15,30,2018-06-13
48e09830ce,Cody Walker,vasquezrenee@hall.com,+61 484448477,Hobart,B-,Yes,74,48,96,2025-04-24
9d8f104709,Ryan Bates,mariejensen@yahoo.com,+61 429940648,Sydney,O-,No,28,38,76,2024-11-09
b9de0d03e2,Kristen Arroyo,natalie39@gmail.com,+61 421015272,Melbourne,AB+,No,23,5,5,2016-09-19
1435ab4cb8,Amber Collins,xbarrett@miller.com,+61 460025767,Adelaide,O-,Yes,45,34,34,2024-11-25
f2670d65ab,Joshua Brooks,ybruce@wilson.biz,+61 451157664,Sydney,B+,No,32,8,16,2019-04-03
405f1accf3,Charles Gonzalez,jonathan61@yahoo.com,+61 443588631,Canberra,AB-,No,112,39,39,2015-07-17
136769b12d,Mrs. Natalie Martinez,barrysmith@hotmail.com,+61 474394587,Melbourne,A-,Yes,50,12,24,2024-10-04
1219b3d9f2,Anna Martinez,paula29@james.net,+61 471385473,Brisbane,B+,Yes,1,2,2,2015-11-27
2a9174c058,Norma Carson,timothynguyen@keith.com,+61 460088383,Brisbane,O+,No,85,19,38,2020-12-03
593ddbfc3d,Nancy Peterson,lross@gmail.com,+61 451389351,Sydney,O+,No,37,42,84,2024-05-06
4eabc7f140,Teresa Cabrera,richardcarey@hess-morris.com,+61 491742892,Melbourne,B-,Yes,88,34,68,2024-11-19
1c72d69bdb,Jeanne Martinez,edgarwarren@hotmail.com,+61 486771000,Perth,A-,Yes,9,29,29,2025-04-16
be428814c0,Jorge Green,torresjason@moore.info,+61 473909383,Sydney,O+,No,100,16,32,2024-07-19
03579eb71d,Alan Decker,amolina@yahoo.com,+61 474276932,Adelaide,A-,Yes,62,26,52,2025-01-10
1c18ba798a,Michelle Ross,georgemorris@pennington.com,+61 442789672,Hobart,O-,Yes,38,50,50,2024-05-11
430268f0bf,Susan Odom,toni04@hotmail.com,+61 428714028,Hobart,O+,Yes,115,48,96,2018-11-02
afc4befa53,Timothy Smith,bradley17@gmail.com,+61 434971286,Canberra,AB+,No,2,38,76,2020-12-07
069ae44f39,Anthony Davis,kimberlymiller@gmail.com,+61 480447370,Adelaide,O+,No,74,43,43,2015-11-16
9f7141201a,Jose Ramos DDS,kshepard@vance.biz,+61 412775095,Darwin,O+,Yes,7,38,76,2018-04-26
df5097b18f,Brian Webster,jose21@stephens.info,+61 468363213,Darwin,B-,Yes,47,2,4,2024-11-14
a0b23e83d8,Catherine Cuevas,adam24@hotmail.com,+61 429319326,Darwin,O+,Yes,99,40,40,2024-10-31
2b8d914b32,Richard Chung,ismith@hotmail.com,+61 454364164,Sydney,B-,Yes,25,12,24,2021-02-20
8a0d485fb3,Dustin Miller,parkerkimberly@stone.com,+61 473223410,Canberra,B+,No,20,44,44,2017-08-26
fb4a6b59ac,Briana Ibarra,stacy60@kim.org,+61 423620673,Perth,A+,Yes,2,30,30,2024-10-21
8c28cfff6c,Robert Crosby,caseamy@hotmail.com,+61 446358311,Hobart,O-,No,115,29,29,2023-06-08
2e21723822,Jacob Jones,marcus14@taylor.org,+61 493295712,Perth,O+,No,114,42,84,2015-08-15
fe24a22139,Jason Chen,lindsaydavid@gmail.com,+61 496045012,Hobart,O-,No,16,28,28,2022-02-10
b52f795549,Mr. Eric Reynolds DVM,robertbautista@hotmail.com,+61 431441261,Melbourne,B+,Yes,32,19,19,2021-02-09
ede275264d,Steven Hayes,john95@gmail.com,+61 432530647,Sydney,A+,Yes,91,10,20,2023-03-14
a3c662c322,Alexander Weiss,cassandrajenkins@shaw.org,+61 415251711,Melbourne,B-,Yes,65,20,20,2019-05-16
1256c88a52,Elizabeth Johnson,matthew50@yahoo.com,+61 492284130,Darwin,O-,Yes,65,42,42,2023-08-18
a84ff5b3d6,Andrew White,nicholas31@gmail.com,+61 445628182,Adelaide,A-,Yes,120,23,46,2019-06-30
b3db51d1d1,Robert Jacobson,melissacarter@bray-carter.com,+61 422505830,Canberra,A+,Yes,47,46,92,2020-06-03
c1b2eef5ba,Diana Rich,bryanttonya@gmail.com,+61 413030138,Brisbane,B-,No,25,49,49,2021-02-07
afcb065bd5,Erika Hernandez,tylerpeterson@yahoo.com,+61 486664592,Darwin,A+,Yes,73,22,22,2022-12-28
4975121aeb,Frank Wilkins,eknox@vasquez-russell.com,+61 483836491,Adelaide,A-,Yes,14,28,56,2020-05-10
11fd8e8610,Michael Sanchez,rachelbuchanan@hotmail.com,+61 449064276,Brisbane,A+,No,59,46,92,2015-09-27
ee5a1fd6e1,Ashley Haynes,debramiller@campbell.com,+61 473347613,Canberra,AB-,No,93,31,62,2022-08-11
cc268a1d00,Amy Porter,crogers@hanson-brown.com,+61 422547772,Adelaide,AB-,Yes,75,33,33,2024-04-07
01615f0a8a,Leah Fry,ojohnson@burgess-murray.info,+61 461899778,Darwin,O+,No,24,38,76,2019-12-22
496809afb3,Joel King,hicksjenna@gmail.com,+61 432966662,Melbourne,AB+,No,38,3,3,2020-02-24
592921213e,Alison Chandler,lisahamilton@wilson.net,+61 410223982,Canberra,B+,No,17,34,34,2020-08-18
af989463d1,Jonathan Garza,lbarnett@hotmail.com,+61 435391215,Sydney,A+,Yes,52,35,35,2023-01-07
c0d028a687,Philip Rocha,lindsaysullivan@gmail.com,+61 433274521,Canberra,A+,Yes,0,43,86,2018-06-17
678527d5e0,Timothy Moody,stewartalex@barnes.info,+61 447513260,Hobart,AB-,No,20,0,0,2015-07-07
11e55aaf13,Nicholas Oneal,uballard@burgess.info,+61 467732368,Adelaide,AB-,Yes,15,31,62,2024-10-04
68f89d62dd,Craig Rose,qhoffman@gmail.com,+61 423076989,Hobart,B-,No,69,14,14,2016-12-23
93810f5a76,Eric Wolfe,patrickdominguez@white.info,+61 446062916,Canberra,B-,No,35,4,4,2020-04-17
86132ced77,Lisa Ross,pateltraci@hotmail.com,+61 472424129,Melbourne,AB+,Yes,14,28,28,2020-08-21
73edb59936,Renee Burke,todd87@stevenson-mcclain.com,+61 472783536,Perth,AB+,No,74,41,82,2023-06-12
bbaa5f9859,Tommy Jenkins,christopher90@yahoo.com,+61 433923903,Hobart,A-,Yes,85,24,24,2015-11-19
649d158833,Jenna Rodriguez,tnavarro@yahoo.com,+61 492275285,Hobart,O+,No,8,11,22,2023-01-08
9a4f48b6f9,Julie Cohen,lisaleonard@gmail.com,+61 436691410,Hobart,B-,No,48,46,46,2024-11-20
88efe6584e,Michael Hampton,tracy84@gmail.com,+61 430543845,Perth,AB+,Yes,81,9,18,2015-08-23
d789809b53,Peter Jordan,hhall@hotmail.com,+61 422030940,Sydney,AB+,No,92,2,4,2016-09-05
fbb07b50fe,Steven Hicks,johnsonbrad@ramirez.info,+61 436644111,Darwin,B+,Yes,53,23,23,2018-09-26
45e1c4ae52,Robin Farrell,melissa31@gmail.com,+61 446825548,Darwin,B+,Yes,20,5,10,2021-08-17
f2c198b50f,Andrew Ramirez,dwright@hotmail.com,+61 466843965,Melbourne,AB+,Yes,16,38,76,2016-03-22
d1b1466759,Brian Johnson,grahammathew@ortiz-clark.org,+61 482840641,Hobart,AB-,No,56,31,31,2015-12-19
c2cfb21569,Angelica Curtis,garciamatthew@perez.net,+61 452831526,Melbourne,A-,No,103,41,41,2017-09-18
4cf37c2944,Lee Scott,jamesmichelle@yahoo.com,+61 449281647,Sydney,O-,No,77,30,30,2017-03-12
544c002d9e,Julie Rice,elopez@williams-lawrence.com,+61 431470561,Adelaide,A-,Yes,114,50,100,2016-01-11
8b323b466b,Sean Lopez,molly37@hotmail.com,+61 425146272,Hobart,B-,Yes,28,34,68,2021-03-31
72f03420ed,Patricia Ferguson,ewhite@conrad.biz,+61 497051915,Darwin,O-,Yes,1,26,26,2020-12-22
33c445763b,Steven Moreno,karenmason@gmail.com,+61 470270414,Hobart,A+,No,14,45,45,2021-07-26
794efdbfc8,Michael Hale,campbellabigail@yahoo.com,+61 485443456,Darwin,A+,Yes,80,10,10,2020-08-16
26cbace9a2,Joshua Carr,nicoleharris@yahoo.com,+61 490386814,Canberra,AB+,No,94,10,20,2022-06-10
0cb820da2b,Rebecca Bradley,bhenry@hotmail.com,+61 468737243,Brisbane,O+,No,110,18,36,2020-08-27
f2b5639810,Anthony Edwards,jenniferriley@walton-davis.net,+61 421297893,Melbourne,AB-,No,53,42,84,2017-10-24
f0bd3780f3,David Baird,bjimenez@perez.com,+61 428266820,Hobart,B+,Yes,81,19,19,2023-04-02
750a63d2d8,Lisa Herring,nrojas@yahoo.com,+61 475786484,Perth,A-,Yes,108,44,88,2024-10-12
7f32a11e70,Christopher Johnson,sperez@gmail.com,+61 428772049,Sydney,AB-,No,72,44,44,2016-02-26
cbcf52a909,Jacob Smith MD,owenashley@oneill.biz,+61 465791924,Sydney,A-,No,56,5,10,2022-12-27
42eb29feb3,Connie Reeves,urodriguez@ware.com,+61 488316967,Sydney,B-,Yes,15,2,2,2015-10-13
da1a14c159,Laurie Reynolds,dbridges@hotmail.com,+61 446232641,Canberra,AB-,No,71,13,26,2022-07-22
6566cfdac2,Steven Frank,lisapotter@williams.net,+61 490793416,Brisbane,A+,No,89,15,30,2024-12-04
e234291f0d,Victoria Mathis,luisanthony@hotmail.com,+61 468603312,Brisbane,O-,Yes,49,8,16,2017-02-01
cfa851052a,Jennifer Robinson,ghoward@hotmail.com,+61 455911463,Adelaide,AB-,Yes,118,7,14,2022-08-05
3b7401464c,Yvonne Williams,fthomas@yahoo.com,+61 444516704,Hobart,AB+,Yes,13,31,31,2025-04-10
3801b74eb6,Douglas Perez,donaldsanders@foster-robertson.com,+61 473032502,Sydney,O-,No,25,17,17,2020-07-09
9e47d32dcb,Jacob Burch,melissawilkinson@hotmail.com,+61 454906356,Darwin,AB-,No,16,30,60,2016-12-05
37413a883a,Tasha Peck,christophergallegos@kirk.com,+61 459102375,Brisbane,A-,No,51,32,64,2020-01-24
20cd2f949a,Austin Hardy,clarksteven@weiss-williams.com,+61 440493166,Perth,B-,Yes,113,20,40,2022-06-27
2ee3cfa509,James Page,twalton@yahoo.com,+61 498024716,Canberra,A+,Yes,78,43,86,2017-08-31
7c180ed890,Kimberly Vang,yturner@yahoo.com,+61 447564559,Melbourne,O+,Yes,63,18,36,2017-08-14
78601e53c4,Paul Mcintyre,kimberlygarcia@harris-griffin.net,+61 499706083,Hobart,AB+,No,41,29,58,2018-07-30
f56262462b,Christopher Gray,johnsonjanet@hotmail.com,+61 445235175,Hobart,AB+,Yes,43,34,34,2020-04-03
8affb40c41,Christopher Smith,omoore@grant-martin.com,+61 421631746,Sydney,B-,Yes,65,16,32,2019-11-29
57b1403df9,Melanie Martin,wbryant@medina.com,+61 458893155,Darwin,B-,No,68,21,42,2018-05-30
78355c56d3,Daniel Bryant,morganstacey@gmail.com,+61 440792207,Perth,O+,No,45,23,46,2018-09-16
fdb1ab447e,Matthew Mccarthy,robinsonjames@hotmail.com,+61 491547214,Brisbane,O+,Yes,99,15,30,2022-07-30
d566161d2e,Matthew Long,john21@richardson-cooley.com,+61 494642732,Perth,B-,Yes,91,49,49,2018-08-08
7cefe75ed3,Jose Rivera,seanwallace@hotmail.com,+61 453656699,Hobart,B-,Yes,119,36,72,2016-05-25
a409393e5c,Joshua Payne,lross@yahoo.com,+61 439039612,Darwin,AB-,Yes,95,13,13,2024-05-04
cc70a0b2fe,Jacob Avery,andrewhorton@lopez.com,+61 438305153,Brisbane,O-,Yes,75,18,36,2025-06-25
f53d313ac6,Kenneth Grant,alejandrojones@mcbride.com,+61 498788110,Hobart,AB+,Yes,26,42,42,2020-08-18
139c4333c5,Robert Smith,wendy60@dalton.biz,+61 493148739,Melbourne,O+,Yes,86,44,88,2019-08-16
e673dca9aa,Hannah Walsh,eray@yahoo.com,+61 471440239,Canberra,B+,Yes,41,41,41,2018-05-21
94b2a67c56,Sandra Lopez,david56@glover-anderson.net,+61 474963904,Adelaide,A-,Yes,94,26,52,2017-11-23
b173c164c9,Laura Gibson,plowery@watts-pruitt.com,+61 460058770,Darwin,A+,No,0,6,12,2025-05-20
1a3c84ba66,David Kim,richard36@gomez.biz,+61 499559594,Darwin,AB+,No,9,47,47,2019-06-28
d3a3edc93b,Kenneth Perez,michael23@mccormick.net,+61 484673957,Sydney,B-,Yes,71,15,30,2025-05-30
0ab8e01fd8,Daniel Dixon,pharris@hotmail.com,+61 463238520,Canberra,AB+,No,35,31,31,2023-04-21
c3bc7a2ee7,Miranda Andrade,elizabethlee@fowler-kerr.info,+61 472559775,Perth,B-,No,58,50,100,2017-05-29
6385c59605,Edward Mendez,thomas19@hotmail.com,+61 449396327,Canberra,AB+,Yes,37,22,44,2024-02-03
eda590266d,Ashley Andersen,collinssamantha@anderson.net,+61 416032400,Adelaide,A-,Yes,3,1,2,2016-10-19
5b31d549b7,Sara Fuller,ojohnson@lane.com,+61 443258874,Hobart,B+,No,90,37,37,2019-03-01
9d572efdd4,Carlos Lewis,alvarezlisa@hendricks-alexander.info,+61 497594533,Canberra,AB-,No,42,29,29,2016-02-05
954bdcfbf4,John Brown,elizabeth02@valenzuela-johnston.com,+61 443334762,Canberra,O-,No,93,35,70,2018-04-06
592741a1df,Brittany Benson,kellypaula@simmons-dawson.net,+61 468510753,Perth,A-,No,50,6,6,2025-03-09
cbd978743b,Harold Saunders,amber02@johnson-shepherd.com,+61 488901017,Sydney,AB+,No,22,19,38,2016-12-24
530edd5465,Nicole Fleming,waynekelly@hotmail.com,+61 490149909,Sydney,A-,Yes,117,2,4,2015-08-21
f021988245,Tommy Miller,ostanton@gmail.com,+61 495738945,Brisbane,B+,Yes,115,42,42,2023-01-05
ded730f97f,Nathan Matthews,burnsrichard@wilson.com,+61 475752196,Brisbane,A+,No,108,16,16,2019-04-18
df66c03031,Erik Harris,yjenkins@yahoo.com,+61 488439807,Melbourne,A-,Yes,107,8,16,2024-01-12
bed8a46c06,Stephen White,fadams@hotmail.com,+61 487377068,Melbourne,AB+,No,92,7,14,2016-08-02
53ef6553bd,Sean Bond,dduncan@porter.com,+61 492429478,Sydney,A-,Yes,71,9,9,2016-05-21
a6652a51c6,Chelsea Barton,hensonanthony@gmail.com,+61 492268438,Darwin,AB+,No,8,30,60,2020-10-09
beb00d23bd,Edward Massey,wroberts@hotmail.com,+61 442559831,Canberra,O+,Yes,55,41,41,2016-04-29
b982facff7,Jesus Rivera,campbellmichael@bell.biz,+61 466539985,Melbourne,AB+,Yes,71,34,34,2017-08-06
f89d26b261,Karen Trevino,talvarado@martin.com,+61 477942282,Brisbane,O+,Yes,66,18,18,2019-11-28
176a1b4d2d,Cynthia Strickland,angelareyes@lyons-shah.com,+61 457894608,Canberra,AB+,No,100,49,98,2023-01-24
2f5642612b,Michael Adams,knightjamie@castro.com,+61 472468128,Melbourne,AB-,Yes,115,45,45,2022-10-03
ebf2a4866b,Amanda Christian,elizabeth92@hotmail.com,+61 439330085,Brisbane,A-,Yes,30,22,22,2020-02-20
9db99e7f30,Tammie Murphy,pittsmark@tanner.com,+61 482190950,Sydney,AB-,No,11,29,29,2024-12-08
5cc1088987,Lisa Gibbs,victoriaquinn@hawkins.com,+61 477325064,Sydney,A+,No,7,22,22,2024-09-23
859ce29215,Amy Benton,padillapaul@gmail.com,+61 438842415,Melbourne,B+,Yes,13,38,76,2017-11-20
c148b81fc2,Julia Wagner,gailsmith@west-johns.com,+61 495147561,Darwin,AB-,No,46,26,26,2016-03-21
a87147b43e,Brandon Roberts,hilldustin@gmail.com,+61 458429702,Hobart,B+,Yes,28,49,98,2020-08-06
444d7e2c08,Michael Watson,robertcox@bell.com,+61 445232097,Darwin,A-,No,84,21,21,2016-11-23
3a4f55d91b,Kerry Strong,fferguson@leon-rodriguez.com,+61 425198235,Darwin,O-,Yes,24,32,32,2019-06-13
08b9b6c4c5,John Lawrence,dillonpaul@yahoo.com,+61 470515694,Sydney,O-,Yes,97,33,66,2025-02-11
423ee7c8cb,Elizabeth Walsh,karlamunoz@davis-martin.com,+61 458229855,Brisbane,B+,No,4,37,37,2023-05-20
75e43d7a92,Tyler Morales,susan26@mckenzie-tyler.com,+61 473603282,Hobart,O-,Yes,109,43,86,2017-03-20
874d7c7e5a,Patricia Ramirez,davidjones@gmail.com,+61 444632021,Canberra,A-,No,10,15,30,2022-07-16
35645c3112,Derek Maxwell,kelli69@gmail.com,+61 451707505,Perth,AB-,Yes,57,16,32,2016-01-12
6b91b26dec,Larry Garcia,christopher11@hall-cantu.org,+61 489223357,Darwin,B+,Yes,16,16,16,2024-01-16
b233d9a5f5,Patricia Martinez,tprice@hotmail.com,+61 469238161,Hobart,A-,No,106,34,34,2020-09-28
dfa81a3d1b,Lynn Robbins,mchase@burgess.com,+61 459981145,Canberra,A-,No,1,18,18,2016-04-17
538b06f04a,Sandra Salinas,carterbruce@hotmail.com,+61 432643844,Brisbane,A-,No,54,38,38,2025-01-19
d5358001c8,Phillip Rodriguez,hrodriguez@vasquez.com,+61 464886696,Canberra,AB-,Yes,100,15,15,2025-04-28
cf77b9b941,Robert Hall,lesliegriffin@johnson.net,+61 474569885,Hobart,A+,No,91,50,50,2023-12-21
d60aae7729,Cameron Strickland,robertomccarthy@hopkins.net,+61 443825096,Darwin,B+,No,111,38,38,2021-05-14
32114e774a,Stephen Potter,bianca53@hotmail.com,+61 424323964,Darwin,AB+,Yes,102,25,25,2023-12-13
2cd321162e,Sharon Bruce,gregory59@hotmail.com,+61 470237153,Canberra,O+,Yes,65,15,15,2016-10-01
c180ba796a,Amanda Mann,debbiepatterson@nash.com,+61 474544451,Adelaide,O+,Yes,120,23,46,2021-11-18
b250254a2f,Anthony Kelley,kimperry@hotmail.com,+61 464612982,Sydney,O-,No,62,39,39,2023-05-22
52a83e3447,Sarah Chen,kathrynholden@mccall.com,+61 437625177,Perth,AB-,No,105,47,47,2024-08-11
416f5914c1,Brandon Boyer,tanyamack@gmail.com,+61 467904077,Perth,B+,No,112,24,24,2019-04-01
2c7a313d01,Christopher Gonzales,xgray@yahoo.com,+61 467884309,Adelaide,O+,Yes,77,50,50,2016-12-07
2942a92eb9,Vickie Bush,xlopez@evans.com,+61 497544828,Sydney,A-,No,37,2,2,2016-05-09
f4fe82ca62,Jonathan Mueller,davidkelley@decker.biz,+61 480228517,Darwin,AB-,Yes,27,19,38,2020-02-10
8bdf837822,Joshua Taylor,shannonshields@lewis.net,+61 440197893,Melbourne,A-,Yes,69,20,40,2015-09-26
088916a5d1,Louis Howell,grantbenjamin@rodriguez-cook.com,+61 490779682,Darwin,AB-,No,20,34,68,2016-06-10
9376e6de68,Jade Ingram,justinnichols@morris.com,+61 424713586,Adelaide,B+,Yes,25,23,23,2019-04-25
6671aefe30,Ryan Ray,echavez@gmail.com,+61 457165258,Melbourne,O-,No,35,20,20,2021-10-19
47c5671251,Keith Williams,jvelez@hotmail.com,+61 498406322,Brisbane,B+,Yes,22,8,16,2022-04-12
3b1a3fb473,Thomas Lamb,matthew55@yahoo.com,+61 442334691,Canberra,B+,No,75,28,28,2016-12-23
adba5d49bd,Lisa Harrell,austinjones@ward.com,+61 470733352,Brisbane,AB-,Yes,97,30,30,2020-10-17
4415a462e5,Charles Jones,samantha00@anderson.com,+61 462134475,Melbourne,B-,No,66,24,24,2016-02-16
8c011df57f,Vickie Wilkins,diaztimothy@ramirez-richard.com,+61 468617583,Adelaide,B-,Yes,104,46,46,2021-12-20
b6a97b0f5d,Lisa Mcintyre,turnerjacqueline@clayton.com,+61 444345844,Melbourne,B+,Yes,65,7,14,2016-09-12
70da082359,Alexis Ward,davismatthew@gmail.com,+61 490527440,Sydney,B-,Yes,109,28,28,2025-04-01
dcc3e53360,Richard Williams,hclark@hotmail.com,+61 424045415,Melbourne,O+,No,94,1,1,2016-10-18
46e695f998,Linda Soto,samanthawilson@gmail.com,+61 435960906,Adelaide,B+,No,102,9,9,2022-12-04
d0b1fa3846,Scott Smith,carolscott@miller.com,+61 437775820,Sydney,B-,Yes,53,42,84,2020-01-23
c12e3c2d75,Ryan Nelson,kennedykenneth@castillo.com,+61 462444002,Melbourne,A-,Yes,113,12,24,2016-09-24
8711bf1649,Mr. James Ray,robertjohnson@gmail.com,+61 460813197,Hobart,O+,Yes,84,33,66,2017-02-26
b147a7c8f0,Hayley Taylor,cochranjoseph@ward-rogers.com,+61 447576270,Canberra,O+,Yes,28,30,60,2018-11-28
d733314793,Mr. David Strong,hgarcia@williams.biz,+61 472791673,Adelaide,AB-,Yes,64,0,0,2019-05-17
9d0b234fe5,Benjamin Heath,michaelwheeler@hotmail.com,+61 425285667,Darwin,A+,Yes,118,48,48,2017-09-25
4b5c1acfc6,Luis Hull,tammy79@gmail.com,+61 426855295,Hobart,B+,No,86,32,32,2022-05-11
60723d697d,Diana West,angeladavidson@gmail.com,+61 490650257,Sydney,A+,No,29,27,27,2025-01-30
5b5ee52dce,Lori Morgan,christinalong@skinner.com,+61 484911748,Perth,O+,No,97,19,38,2021-02-08
cb0434caca,Nicholas Sharp,cpatel@lewis-stephens.com,+61 432142972,Melbourne,AB+,No,114,11,22,2015-10-10
6d2716b6e2,Kenneth Wilkerson,emily65@bishop-cox.com,+61 423765923,Hobart,O-,No,94,50,100,2018-10-08
0abd0ce5a4,Brandon Hodge,qarnold@gonzalez.com,+61 490798337,Brisbane,AB+,No,44,14,28,2015-10-19
fa9e9a08ad,James Tran DDS,tannerray@jones.com,+61 484335978,Melbourne,O+,Yes,18,6,12,2017-10-26
2b21c9f972,Jeremy Cantrell,paul22@snyder-sexton.com,+61 493057479,Brisbane,O+,Yes,65,2,2,2021-06-26
3cd5d3cab6,Steven Ray,nicholas31@hotmail.com,+61 482900567,Brisbane,B-,No,84,42,84,2021-07-18
2a31c008b4,Ryan Munoz,nathanescobar@yahoo.com,+61 450983419,Melbourne,B+,No,67,5,10,2024-04-20
da99cf858c,Sarah Pierce,jensencharles@keith-davis.com,+61 425285201,Hobart,A-,No,1,33,66,2022-11-30
